Data size: 150
starting GOLDEN
l1 3819.66	f1 -0.000133643	l2 6180.34	f2 -8.25959e-05	0
l1 2360.68	f1 -0.000216239	l2 3819.66	f2 -0.000133643	0
l1 1458.98	f1 -0.000349882	l2 2360.68	f2 -0.000216239	0
l1 901.7	f1 -0.00056612	l2 1458.98	f2 -0.000349882	0
l1 557.281	f1 -0.000915999	l2 901.7	f2 -0.000566119	0
l1 344.419	f1 -0.00148211	l2 557.281	f2 -0.000915999	0
l1 212.862	f1 -0.00239808	l2 344.419	f2 -0.00148211	0
l1 131.556	f1 -0.00388005	l2 212.863	f2 -0.00239808	0
l1 81.3063	f1 -0.00627753	l2 131.556	f2 -0.00388005	0
l1 50.2501	f1 -0.0101551	l2 81.3063	f2 -0.00627753	0
l1 31.0563	f1 -0.016422	l2 50.2501	f2 -0.0101551	0
l1 19.1939	f1 -0.0265324	l2 31.0563	f2 -0.016422	0
l1 11.8625	f1 -0.0427661	l2 19.1939	f2 -0.0265324	0
l1 7.33148	f1 -0.0685132	l2 11.8625	f2 -0.0427661	0
l1 4.53114	f1 -0.108078	l2 7.33148	f2 -0.0685132	0
l1 2.80044	f1 -0.164275	l2 4.53114	f2 -0.108078	0
l1 1.7308	f1 -0.230813	l2 2.80044	f2 -0.164275	0
l1 1.06973	f1 -0.285774	l2 1.7308	f2 -0.230813	0
l1 0.66117	f1 -0.312059	l2 1.06973	f2 -0.285774	0
l1 0.408664	f1 -0.319249	l2 0.66117	f2 -0.312059	0
l1 0.252606	f1 -0.319598	l2 0.408664	f2 -0.319249	0
l1 0.156157	f1 -0.319859	l2 0.252606	f2 -0.319598	0
l1 0.0965488	f1 -0.315991	l2 0.156157	f2 -0.319858	0
l1 0.156157	f1 -0.319858	l2 0.192998	f2 -0.319762	0
l1 0.133389	f1 -0.319426	l2 0.156157	f2 -0.319858	0
l1 0.156157	f1 -0.319859	l2 0.170229	f2 -0.319876	0
l1 0.170229	f1 -0.319876	l2 0.178926	f2 -0.319843	0
l1 0.164854	f1 -0.319883	l2 0.170229	f2 -0.319876	0
l1 0.161532	f1 -0.319879	l2 0.164854	f2 -0.319883	0
l1 0.164854	f1 -0.319883	l2 0.166907	f2 -0.319882	0
l1 0.163585	f1 -0.319882	l2 0.164854	f2 -0.319883	0
l1 0.164854	f1 -0.319883	l2 0.165638	f2 -0.319883	0
l1 0.165638	f1 -0.319883	l2 0.166123	f2 -0.319882	0
l1 0.165339	f1 -0.319883	l2 0.165638	f2 -0.319883	0
l1 3819.66	f1 -0.000133643	l2 6180.34	f2 -8.25959e-05	1
l1 2360.68	f1 -0.000216239	l2 3819.66	f2 -0.000133643	1
l1 1458.98	f1 -0.000349882	l2 2360.68	f2 -0.000216239	1
l1 901.7	f1 -0.00056612	l2 1458.98	f2 -0.000349882	1
l1 557.281	f1 -0.000916001	l2 901.7	f2 -0.00056612	1
l1 344.419	f1 -0.00148212	l2 557.281	f2 -0.000916001	1
l1 212.862	f1 -0.00239811	l2 344.419	f2 -0.00148212	1
l1 131.556	f1 -0.00388019	l2 212.863	f2 -0.00239811	1
l1 81.3063	f1 -0.00627814	l2 131.556	f2 -0.00388019	1
l1 50.2501	f1 -0.0101576	l2 81.3063	f2 -0.00627814	1
l1 31.0563	f1 -0.0164328	l2 50.2501	f2 -0.0101576	1
l1 19.1939	f1 -0.0265781	l2 31.0563	f2 -0.0164328	1
l1 11.8625	f1 -0.0429589	l2 19.1939	f2 -0.0265781	1
l1 7.33148	f1 -0.0693179	l2 11.8625	f2 -0.0429589	1
l1 4.53114	f1 -0.11136	l2 7.33148	f2 -0.0693179	1
l1 2.80044	f1 -0.176918	l2 4.53114	f2 -0.11136	1
l1 1.7308	f1 -0.273566	l2 2.80044	f2 -0.176918	1
l1 1.06973	f1 -0.398835	l2 1.7308	f2 -0.273566	1
l1 0.66117	f1 -0.524946	l2 1.06973	f2 -0.398835	1
l1 0.408664	f1 -0.611206	l2 0.66117	f2 -0.524945	1
l1 0.252606	f1 -0.649173	l2 0.408664	f2 -0.611206	1
l1 0.156157	f1 -0.658974	l2 0.252606	f2 -0.649173	1
l1 0.0965488	f1 -0.659979	l2 0.156157	f2 -0.658974	1
l1 0.0597086	f1 -0.676189	l2 0.0965488	f2 -0.659979	1
l1 0.0369402	f1 -0.868678	l2 0.0597086	f2 -0.676189	1
l1 0.0228685	f1 -1.52702	l2 0.0369402	f2 -0.868678	1
l1 0.0141717	f1 -2.48455	l2 0.0228685	f2 -1.52702	1
l1 0.00879678	f1 -4.00264	l2 0.0141717	f2 -2.48455	1
l1 0.00547491	f1 -6.43123	l2 0.00879678	f2 -4.00264	1
l1 0.00342188	f1 -10.2898	l2 0.00547491	f2 -6.43123	1
l1 0.00215303	f1 -16.3539	l2 0.00342188	f2 -10.2898	1
l1 0.00136884	f1 -25.7227	l2 0.00215303	f2 -16.3539	1
l1 0.000884189	f1 -39.8223	l2 0.00136884	f2 -25.7227	1
l1 0.000584655	f1 -60.2242	l2 0.000884189	f2 -39.8223	1
l1 3819.66	f1 -0.000133643	l2 6180.34	f2 -8.25959e-05	2
l1 2360.68	f1 -0.000216239	l2 3819.66	f2 -0.000133643	2
l1 1458.98	f1 -0.000349881	l2 2360.68	f2 -0.000216239	2
l1 901.7	f1 -0.000566118	l2 1458.98	f2 -0.000349881	2
l1 557.281	f1 -0.000915991	l2 901.7	f2 -0.000566118	2
l1 344.419	f1 -0.00148207	l2 557.281	f2 -0.00091599	2
l1 212.862	f1 -0.00239791	l2 344.419	f2 -0.00148207	2
l1 131.556	f1 -0.00387935	l2 212.863	f2 -0.00239791	2
l1 81.3063	f1 -0.00627459	l2 131.556	f2 -0.00387935	2
l1 50.2501	f1 -0.0101426	l2 81.3063	f2 -0.00627459	2
l1 31.0563	f1 -0.0163694	l2 50.2501	f2 -0.0101426	2
l1 19.1939	f1 -0.0263113	l2 31.0563	f2 -0.0163694	2
l1 11.8625	f1 -0.0418488	l2 19.1939	f2 -0.0263113	2
l1 7.33148	f1 -0.0648301	l2 11.8625	f2 -0.0418488	2
l1 4.53114	f1 -0.0944576	l2 7.33148	f2 -0.0648301	2
l1 2.80044	f1 -0.122639	l2 4.53114	f2 -0.0944576	2
l1 1.7308	f1 -0.142866	l2 2.80044	f2 -0.122639	2
l1 1.06973	f1 -0.173097	l2 1.7308	f2 -0.142866	2
l1 0.66117	f1 -0.214551	l2 1.06973	f2 -0.173097	2
l1 0.408664	f1 -0.252467	l2 0.66117	f2 -0.214551	2
l1 0.252606	f1 -0.284449	l2 0.408664	f2 -0.252467	2
l1 0.156157	f1 -0.304733	l2 0.252606	f2 -0.284449	2
l1 0.0965488	f1 -0.306671	l2 0.156157	f2 -0.304733	2
l1 0.0597086	f1 -0.293568	l2 0.0965488	f2 -0.306671	2
l1 0.0965488	f1 -0.306671	l2 0.119317	f2 -0.308282	2
l1 0.119317	f1 -0.308282	l2 0.133389	f2 -0.307597	2
l1 0.110621	f1 -0.308125	l2 0.119317	f2 -0.308282	2
l1 0.119317	f1 -0.308282	l2 0.124692	f2 -0.308144	2
l1 0.115995	f1 -0.308281	l2 0.119317	f2 -0.308282	2
l1 0.119317	f1 -0.308282	l2 0.12137	f2 -0.308249	2
l1 0.118048	f1 -0.30829	l2 0.119317	f2 -0.308282	2
l1 0.117264	f1 -0.30829	l2 0.118048	f2 -0.30829	2
l1 0.118048	f1 -0.30829	l2 0.118533	f2 -0.308288	2
l1 0.117749	f1 -0.30829	l2 0.118048	f2 -0.30829	2
l1 3819.66	f1 -0.000133643	l2 6180.34	f2 -8.25959e-05	3
l1 2360.68	f1 -0.000216239	l2 3819.66	f2 -0.000133643	3
l1 1458.98	f1 -0.000349882	l2 2360.68	f2 -0.000216239	3
