Data size: 150
l1 3819.66	f1 -0.000133641	l2 6180.34	f2 -8.25946e-05 0
l1 2360.68	f1 -0.000216235	l2 3819.66	f2 -0.000133641 0
l1 1458.98	f1 -0.000349876	l2 2360.68	f2 -0.000216235 0
l1 901.7	f1 -0.000566112	l2 1458.98	f2 -0.000349876 0
l1 557.281	f1 -0.000915987	l2 901.7	f2 -0.000566112 0
l1 344.419	f1 -0.00148209	l2 557.281	f2 -0.000915987 0
l1 212.862	f1 -0.00239805	l2 344.419	f2 -0.00148209 0
l1 131.556	f1 -0.00388003	l2 212.863	f2 -0.00239805 0
l1 81.3063	f1 -0.0062775	l2 131.556	f2 -0.00388003 0
l1 50.2501	f1 -0.0101551	l2 81.3063	f2 -0.0062775 0
l1 31.0563	f1 -0.016422	l2 50.2501	f2 -0.0101551 0
l1 19.1939	f1 -0.0265324	l2 31.0563	f2 -0.016422 0
l1 11.8625	f1 -0.0427662	l2 19.1939	f2 -0.0265324 0
l1 7.33148	f1 -0.0685133	l2 11.8625	f2 -0.0427662 0
l1 4.53114	f1 -0.108078	l2 7.33148	f2 -0.0685133 0
l1 2.80044	f1 -0.164276	l2 4.53114	f2 -0.108078 0
l1 1.7308	f1 -0.230814	l2 2.80044	f2 -0.164276 0
l1 1.06973	f1 -0.285777	l2 1.7308	f2 -0.230814 0
l1 0.66117	f1 -0.312059	l2 1.06973	f2 -0.285777 0
l1 0.408664	f1 -0.319251	l2 0.66117	f2 -0.312059 0
l1 0.252606	f1 -0.319597	l2 0.408664	f2 -0.319251 0
l1 0.156157	f1 -0.319858	l2 0.252606	f2 -0.319597 0
l1 0.0965488	f1 -0.315994	l2 0.156157	f2 -0.319858 0
l1 0.156157	f1 -0.319858	l2 0.192998	f2 -0.319762 0
l1 0.133389	f1 -0.319427	l2 0.156157	f2 -0.319858 0
l1 0.156157	f1 -0.319858	l2 0.170229	f2 -0.319878 0
l1 0.170229	f1 -0.319878	l2 0.178926	f2 -0.319845 0
l1 0.164854	f1 -0.319884	l2 0.170229	f2 -0.319878 0
l1 0.161532	f1 -0.319878	l2 0.164854	f2 -0.319884 0
l1 0.164854	f1 -0.319884	l2 0.166907	f2 -0.319882 0
l1 0.163585	f1 -0.319884	l2 0.164854	f2 -0.319884 0
l1 0.164854	f1 -0.319884	l2 0.165638	f2 -0.319884 0
l1 0.16437	f1 -0.319884	l2 0.164854	f2 -0.319884 0
l1 0.16407	f1 -0.319883	l2 0.16437	f2 -0.319884 0
l1 3819.66	f1 -0.000133641	l2 6180.34	f2 -8.25946e-05 1
l1 2360.68	f1 -0.000216235	l2 3819.66	f2 -0.000133641 1
l1 1458.98	f1 -0.000349876	l2 2360.68	f2 -0.000216235 1
l1 901.7	f1 -0.000566112	l2 1458.98	f2 -0.000349876 1
l1 557.281	f1 -0.000915988	l2 901.7	f2 -0.000566112 1
l1 344.419	f1 -0.0014821	l2 557.281	f2 -0.000915988 1
l1 212.862	f1 -0.00239808	l2 344.419	f2 -0.0014821 1
l1 131.556	f1 -0.00388014	l2 212.863	f2 -0.00239808 1
l1 81.3063	f1 -0.00627805	l2 131.556	f2 -0.00388014 1
l1 50.2501	f1 -0.0101576	l2 81.3063	f2 -0.00627805 1
l1 31.0563	f1 -0.0164327	l2 50.2501	f2 -0.0101576 1
l1 19.1939	f1 -0.0265781	l2 31.0563	f2 -0.0164327 1
l1 11.8625	f1 -0.0429589	l2 19.1939	f2 -0.0265781 1
l1 7.33148	f1 -0.0693179	l2 11.8625	f2 -0.0429589 1
l1 4.53114	f1 -0.111359	l2 7.33148	f2 -0.0693179 1
l1 2.80044	f1 -0.176919	l2 4.53114	f2 -0.111359 1
l1 1.7308	f1 -0.273568	l2 2.80044	f2 -0.176919 1
l1 1.06973	f1 -0.398836	l2 1.7308	f2 -0.273568 1
