Data size: 50
starting GOLDEN
l1 3819.66	f1 -0.000130858	l2 6180.34	f2 -8.08745e-05	0
l1 2360.68	f1 -0.000211732	l2 3819.66	f2 -0.000130858	0
l1 1458.98	f1 -0.00034259	l2 2360.68	f2 -0.000211732	0
l1 901.7	f1 -0.000554322	l2 1458.98	f2 -0.00034259	0
l1 557.281	f1 -0.000896911	l2 901.7	f2 -0.000554322	0
l1 344.419	f1 -0.00145123	l2 557.281	f2 -0.000896911	0
l1 212.862	f1 -0.00234813	l2 344.419	f2 -0.00145123	0
l1 131.556	f1 -0.0037993	l2 212.863	f2 -0.00234813	0
l1 81.3063	f1 -0.0061472	l2 131.556	f2 -0.0037993	0
l1 50.2501	f1 -0.00994552	l2 81.3063	f2 -0.0061472	0
l1 31.0563	f1 -0.0160886	l2 50.2501	f2 -0.00994552	0
l1 19.1939	f1 -0.0260167	l2 31.0563	f2 -0.0160886	0
l1 11.8625	f1 -0.042032	l2 19.1939	f2 -0.0260168	0
l1 7.33148	f1 -0.0677403	l2 11.8625	f2 -0.042032	0
l1 4.53114	f1 -0.108487	l2 7.33148	f2 -0.0677403	0
l1 2.80044	f1 -0.171	l2 4.53114	f2 -0.108487	0
l1 1.7308	f1 -0.259478	l2 2.80044	f2 -0.171	0
l1 1.06973	f1 -0.363507	l2 1.7308	f2 -0.259478	0
l1 0.66117	f1 -0.44758	l2 1.06973	f2 -0.363507	0
l1 0.408664	f1 -0.481226	l2 0.66117	f2 -0.44758	0
l1 0.252606	f1 -0.476908	l2 0.408664	f2 -0.481226	0
l1 0.408664	f1 -0.481226	l2 0.505112	f2 -0.472725	0
l1 0.349055	f1 -0.482528	l2 0.408664	f2 -0.481226	0
l1 0.312215	f1 -0.481554	l2 0.349055	f2 -0.482528	0
l1 0.349055	f1 -0.482528	l2 0.371824	f2 -0.482433	0
l1 0.334983	f1 -0.482324	l2 0.349055	f2 -0.482528	0
l1 0.349055	f1 -0.482528	l2 0.357752	f2 -0.482553	0
l1 0.357752	f1 -0.482553	l2 0.363127	f2 -0.48253	0
l1 0.35443	f1 -0.482552	l2 0.357752	f2 -0.482553	0
l1 0.357752	f1 -0.482553	l2 0.359805	f2 -0.482548	0
l1 0.356483	f1 -0.482554	l2 0.357752	f2 -0.482553	0
l1 0.355699	f1 -0.482554	l2 0.356483	f2 -0.482554	0
l1 0.356483	f1 -0.482554	l2 0.356968	f2 -0.482554	0
l1 0.356183	f1 -0.482554	l2 0.356483	f2 -0.482554	0
l1 3819.66	f1 -0.000130858	l2 6180.34	f2 -8.08745e-05	1
l1 2360.68	f1 -0.000211732	l2 3819.66	f2 -0.000130858	1
l1 1458.98	f1 -0.00034259	l2 2360.68	f2 -0.000211732	1
l1 901.7	f1 -0.000554322	l2 1458.98	f2 -0.00034259	1
l1 557.281	f1 -0.000896911	l2 901.7	f2 -0.000554322	1
l1 344.419	f1 -0.00145123	l2 557.281	f2 -0.000896911	1
l1 212.862	f1 -0.00234813	l2 344.419	f2 -0.00145123	1
l1 131.556	f1 -0.00379931	l2 212.863	f2 -0.00234813	1
l1 81.3063	f1 -0.00614724	l2 131.556	f2 -0.00379931	1
l1 50.2501	f1 -0.00994571	l2 81.3063	f2 -0.00614724	1
l1 31.0563	f1 -0.0160894	l2 50.2501	f2 -0.00994571	1
l1 19.1939	f1 -0.0260202	l2 31.0563	f2 -0.0160894	1
l1 11.8625	f1 -0.0420464	l2 19.1939	f2 -0.0260201	1
l1 7.33148	f1 -0.0678006	l2 11.8625	f2 -0.0420464	1
l1 4.53114	f1 -0.108736	l2 7.33148	f2 -0.0678006	1
l1 2.80044	f1 -0.171991	l2 4.53114	f2 -0.108736	1
l1 1.7308	f1 -0.263064	l2 2.80044	f2 -0.171991	1
l1 1.06973	f1 -0.374097	l2 1.7308	f2 -0.263064	1
l1 0.66117	f1 -0.469675	l2 1.06973	f2 -0.374097	1
l1 0.408664	f1 -0.512237	l2 0.66117	f2 -0.469675	1
l1 0.252606	f1 -0.509854	l2 0.408664	f2 -0.512236	1
l1 0.408664	f1 -0.512236	l2 0.505112	f2 -0.500661	1
l1 0.349055	f1 -0.514764	l2 0.408664	f2 -0.512236	1
l1 0.312215	f1 -0.514163	l2 0.349055	f2 -0.514764	1
l1 0.349055	f1 -0.514764	l2 0.371824	f2 -0.514286	1
l1 0.334983	f1 -0.514738	l2 0.349055	f2 -0.514764	1
l1 0.349055	f1 -0.514764	l2 0.357752	f2 -0.514656	1
l1 0.34368	f1 -0.514784	l2 0.349055	f2 -0.514764	1
l1 0.340358	f1 -0.514778	l2 0.34368	f2 -0.514784	1
l1 0.34368	f1 -0.514784	l2 0.345733	f2 -0.51478	1
l1 0.342411	f1 -0.514783	l2 0.34368	f2 -0.514784	1
l1 0.34368	f1 -0.514784	l2 0.344464	f2 -0.514783	1
l1 0.343195	f1 -0.514784	l2 0.34368	f2 -0.514784	1
l1 0.34368	f1 -0.514784	l2 0.34398	f2 -0.514783	1
l1 3819.66	f1 -0.000130858	l2 6180.34	f2 -8.08745e-05	2
l1 2360.68	f1 -0.000211732	l2 3819.66	f2 -0.000130858	2
l1 1458.98	f1 -0.000342589	l2 2360.68	f2 -0.000211732	2
l1 901.7	f1 -0.000554321	l2 1458.98	f2 -0.000342589	2
l1 557.281	f1 -0.000896905	l2 901.7	f2 -0.00055432	2
l1 344.419	f1 -0.0014512	l2 557.281	f2 -0.000896905	2
l1 212.862	f1 -0.00234802	l2 344.419	f2 -0.0014512	2
l1 131.556	f1 -0.00379884	l2 212.863	f2 -0.00234802	2
l1 81.3063	f1 -0.00614522	l2 131.556	f2 -0.00379884	2
l1 50.2501	f1 -0.00993716	l2 81.3063	f2 -0.00614522	2
l1 31.0563	f1 -0.0160532	l2 50.2501	f2 -0.00993716	2
l1 19.1939	f1 -0.0258676	l2 31.0563	f2 -0.0160532	2
l1 11.8625	f1 -0.0414072	l2 19.1939	f2 -0.0258676	2
l1 7.33148	f1 -0.0651704	l2 11.8625	f2 -0.0414072	2
l1 4.53114	f1 -0.0983958	l2 7.33148	f2 -0.0651704	2
l1 2.80044	f1 -0.135703	l2 4.53114	f2 -0.0983958	2
l1 1.7308	f1 -0.164726	l2 2.80044	f2 -0.135703	2
l1 1.06973	f1 -0.20751	l2 1.7308	f2 -0.164726	2
l1 0.66117	f1 -0.304032	l2 1.06973	f2 -0.20751	2
l1 0.408664	f1 -0.415841	l2 0.66117	f2 -0.304032	2
l1 0.252606	f1 -0.50729	l2 0.408664	f2 -0.415841	2
l1 0.156157	f1 -0.553941	l2 0.252606	f2 -0.50729	2
l1 0.0965488	f1 -0.553764	l2 0.156157	f2 -0.553941	2
l1 0.156157	f1 -0.553941	l2 0.192998	f2 -0.539422	2
l1 0.133389	f1 -0.558795	l2 0.156157	f2 -0.553941	2
l1 0.119317	f1 -0.559289	l2 0.133389	f2 -0.558795	2
l1 0.110621	f1 -0.558275	l2 0.119317	f2 -0.559289	2
l1 0.119317	f1 -0.559288	l2 0.124692	f2 -0.559379	2
l1 0.124692	f1 -0.559379	l2 0.128014	f2 -0.559256	2
l1 0.122639	f1 -0.559388	l2 0.124692	f2 -0.559379	2
l1 0.12137	f1 -0.559368	l2 0.122639	f2 -0.559388	2
l1 0.122639	f1 -0.559388	l2 0.123423	f2 -0.559391	2
l1 0.123423	f1 -0.559391	l2 0.123908	f2 -0.559389	2
l1 0.123124	f1 -0.559391	l2 0.123423	f2 -0.559391	2
l1 3819.66	f1 -0.000130858	l2 6180.34	f2 -8.08745e-05	3
l1 2360.68	f1 -0.000211732	l2 3819.66	f2 -0.000130858	3
