Data size: 100
l1 3819.66	f1 -0.000132947	l2 6180.34	f2 -8.21655e-05 0
l1 2360.68	f1 -0.000215112	l2 3819.66	f2 -0.000132947 0
l1 1458.98	f1 -0.000348059	l2 2360.68	f2 -0.000215112 0
l1 901.7	f1 -0.00056317	l2 1458.98	f2 -0.000348059 0
l1 557.281	f1 -0.000911229	l2 901.7	f2 -0.00056317 0
l1 344.419	f1 -0.0014744	l2 557.281	f2 -0.000911229 0
l1 212.862	f1 -0.00238561	l2 344.419	f2 -0.0014744 0
l1 131.556	f1 -0.00385992	l2 212.863	f2 -0.00238561 0
l1 81.3063	f1 -0.00624515	l2 131.556	f2 -0.00385992 0
l1 50.2501	f1 -0.0101036	l2 81.3063	f2 -0.00624515 0
l1 31.0563	f1 -0.0163423	l2 50.2501	f2 -0.0101036 0
l1 19.1939	f1 -0.0264191	l2 31.0563	f2 -0.0163423 0
l1 11.8625	f1 -0.0426484	l2 19.1939	f2 -0.0264191 0
l1 7.33148	f1 -0.0685928	l2 11.8625	f2 -0.0426484 0
l1 4.53114	f1 -0.109276	l2 7.33148	f2 -0.0685928 0
l1 2.80044	f1 -0.17003	l2 4.53114	f2 -0.109276 0
l1 1.7308	f1 -0.250624	l2 2.80044	f2 -0.17003 0
l1 1.06973	f1 -0.333514	l2 1.7308	f2 -0.250624 0
l1 0.66117	f1 -0.389078	l2 1.06973	f2 -0.333514 0
l1 0.408664	f1 -0.410264	l2 0.66117	f2 -0.389078 0
l1 0.252606	f1 -0.412513	l2 0.408664	f2 -0.410264 0
l1 0.156157	f1 -0.413811	l2 0.252606	f2 -0.412513 0
l1 0.0965488	f1 -0.408258	l2 0.156157	f2 -0.413811 0
l1 0.156157	f1 -0.413811	l2 0.192998	f2 -0.413071 0
l1 0.133389	f1 -0.413605	l2 0.156157	f2 -0.413811 0
l1 0.156157	f1 -0.413811	l2 0.170229	f2 -0.413574 0
l1 0.147461	f1 -0.413856	l2 0.156157	f2 -0.413811 0
l1 0.142086	f1 -0.413818	l2 0.147461	f2 -0.413856 0
l1 0.147461	f1 -0.413856	l2 0.150783	f2 -0.413852 0
l1 0.145408	f1 -0.413848	l2 0.147461	f2 -0.413856 0
l1 0.147461	f1 -0.413856	l2 0.14873	f2 -0.413856 0
l1 0.14873	f1 -0.413856	l2 0.149514	f2 -0.413855 0
l1 0.148245	f1 -0.413857	l2 0.14873	f2 -0.413856 0
l1 0.147945	f1 -0.413858	l2 0.148245	f2 -0.413857 0
l1 3819.66	f1 -0.000132947	l2 6180.34	f2 -8.21655e-05 1
l1 2360.68	f1 -0.000215112	l2 3819.66	f2 -0.000132947 1
l1 1458.98	f1 -0.000348059	l2 2360.68	f2 -0.000215112 1
l1 901.7	f1 -0.000563171	l2 1458.98	f2 -0.000348059 1
l1 557.281	f1 -0.000911229	l2 901.7	f2 -0.000563171 1
l1 344.419	f1 -0.0014744	l2 557.281	f2 -0.000911229 1
l1 212.862	f1 -0.00238562	l2 344.419	f2 -0.0014744 1
l1 131.556	f1 -0.00385997	l2 212.863	f2 -0.00238562 1
l1 81.3063	f1 -0.00624538	l2 131.556	f2 -0.00385997 1
l1 50.2501	f1 -0.0101045	l2 81.3063	f2 -0.00624538 1
l1 31.0563	f1 -0.0163464	l2 50.2501	f2 -0.0101045 1
l1 19.1939	f1 -0.026436	l2 31.0563	f2 -0.0163464 1
l1 11.8625	f1 -0.04272	l2 19.1939	f2 -0.026436 1
l1 7.33148	f1 -0.0688931	l2 11.8625	f2 -0.04272 1
l1 4.53114	f1 -0.110515	l2 7.33148	f2 -0.0688931 1
l1 2.80044	f1 -0.174922	l2 4.53114	f2 -0.110515 1
l1 1.7308	f1 -0.268067	l2 2.80044	f2 -0.174922 1
l1 1.06973	f1 -0.383411	l2 1.7308	f2 -0.268067 1
l1 0.66117	f1 -0.488694	l2 1.06973	f2 -0.383411 1
l1 0.408664	f1 -0.548073	l2 0.66117	f2 -0.488694 1
l1 0.252606	f1 -0.565169	l2 0.408664	f2 -0.548073 1
l1 0.156157	f1 -0.565064	l2 0.252606	f2 -0.565169 1
l1 0.252606	f1 -0.565169	l2 0.312215	f2 -0.561168 1
l1 0.215766	f1 -0.566034	l2 0.252606	f2 -0.565169 1
l1 0.192998	f1 -0.565993	l2 0.215766	f2 -0.566034 1
l1 0.215766	f1 -0.566034	l2 0.229838	f2 -0.565843 1
l1 0.207069	f1 -0.566067	l2 0.215766	f2 -0.566034 1
l1 0.201694	f1 -0.566057	l2 0.207069	f2 -0.566067 1
l1 0.207069	f1 -0.566067	l2 0.210391	f2 -0.566064 1
l1 0.205016	f1 -0.566066	l2 0.207069	f2 -0.566067 1
l1 0.207069	f1 -0.566067	l2 0.208338	f2 -0.566064 1
l1 0.206285	f1 -0.566068	l2 0.207069	f2 -0.566067 1
l1 0.2058	f1 -0.566069	l2 0.206285	f2 -0.566068 1
l1 0.205501	f1 -0.566065	l2 0.2058	f2 -0.566069 1
l1 3819.66	f1 -0.000132947	l2 6180.34	f2 -8.21655e-05 2
l1 2360.68	f1 -0.000215112	l2 3819.66	f2 -0.000132947 2
l1 1458.98	f1 -0.000348058	l2 2360.68	f2 -0.000215112 2
l1 901.7	f1 -0.00056317	l2 1458.98	f2 -0.000348058 2
l1 557.281	f1 -0.000911224	l2 901.7	f2 -0.00056317 2
l1 344.419	f1 -0.00147436	l2 557.281	f2 -0.000911224 2
l1 212.862	f1 -0.00238549	l2 344.419	f2 -0.00147436 2
l1 131.556	f1 -0.00385943	l2 212.863	f2 -0.00238549 2
l1 81.3063	f1 -0.00624312	l2 131.556	f2 -0.00385943 2
l1 50.2501	f1 -0.0100949	l2 81.3063	f2 -0.00624312 2
l1 31.0563	f1 -0.0163058	l2 50.2501	f2 -0.0100949 2
l1 19.1939	f1 -0.0262652	l2 31.0563	f2 -0.0163058 2
l1 11.8625	f1 -0.0420045	l2 19.1939	f2 -0.0262652 2
l1 7.33148	f1 -0.0659529	l2 11.8625	f2 -0.0420045 2
l1 4.53114	f1 -0.0989956	l2 7.33148	f2 -0.0659529 2
l1 2.80044	f1 -0.134825	l2 4.53114	f2 -0.0989956 2
l1 1.7308	f1 -0.160981	l2 2.80044	f2 -0.134825 2
l1 1.06973	f1 -0.202063	l2 1.7308	f2 -0.160981 2
l1 0.66117	f1 -0.291149	l2 1.06973	f2 -0.202063 2
l1 0.408664	f1 -0.388059	l2 0.66117	f2 -0.291149 2
l1 0.252606	f1 -0.46935	l2 0.408664	f2 -0.388059 2
l1 0.156157	f1 -0.519746	l2 0.252606	f2 -0.46935 2
l1 0.0965488	f1 -0.528858	l2 0.156157	f2 -0.519746 2
l1 0.0597086	f1 -0.507583	l2 0.0965488	f2 -0.528858 2
l1 0.0965488	f1 -0.528858	l2 0.119317	f2 -0.529958 2
l1 0.119317	f1 -0.529958	l2 0.133389	f2 -0.527394 2
l1 0.110621	f1 -0.530414	l2 0.119317	f2 -0.529958 2
l1 0.105246	f1 -0.530182	l2 0.110621	f2 -0.530414 2
l1 0.110621	f1 -0.530414	l2 0.113942	f2 -0.530355 2
l1 0.108567	f1 -0.530375	l2 0.110621	f2 -0.530414 2
l1 0.110621	f1 -0.530414	l2 0.111889	f2 -0.53041 2
l1 0.109836	f1 -0.530408	l2 0.110621	f2 -0.530414 2
l1 0.110621	f1 -0.530414	l2 0.111105	f2 -0.530416 2
l1 0.111105	f1 -0.530416	l2 0.111405	f2 -0.530414 2
l1 3819.66	f1 -0.000132947	l2 6180.34	f2 -8.21655e-05 3
l1 2360.68	f1 -0.000215112	l2 3819.66	f2 -0.000132947 3
l1 1458.98	f1 -0.000348059	l2 2360.68	f2 -0.000215112 3
l1 901.7	f1 -0.000563171	l2 1458.98	f2 -0.000348059 3
l1 557.281	f1 -0.000911229	l2 901.7	f2 -0.000563171 3
l1 344.419	f1 -0.0014744	l2 557.281	f2 -0.000911229 3
l1 212.862	f1 -0.00238561	l2 344.419	f2 -0.0014744 3
l1 131.556	f1 -0.00385994	l2 212.863	f2 -0.00238561 3
l1 81.3063	f1 -0.00624527	l2 131.556	f2 -0.00385994 3
l1 50.2501	f1 -0.010104	l2 81.3063	f2 -0.00624527 3
l1 31.0563	f1 -0.0163443	l2 50.2501	f2 -0.010104 3
l1 19.1939	f1 -0.0264274	l2 31.0563	f2 -0.0163443 3
l1 11.8625	f1 -0.0426836	l2 19.1939	f2 -0.0264274 3
l1 7.33148	f1 -0.068739	l2 11.8625	f2 -0.0426836 3
l1 4.53114	f1 -0.10987	l2 7.33148	f2 -0.068739 3
l1 2.80044	f1 -0.172279	l2 4.53114	f2 -0.10987 3
l1 1.7308	f1 -0.257804	l2 2.80044	f2 -0.172279 3
l1 1.06973	f1 -0.349234	l2 1.7308	f2 -0.257804 3
l1 0.66117	f1 -0.414403	l2 1.06973	f2 -0.349234 3
l1 0.408664	f1 -0.507859	l2 0.66117	f2 -0.414403 3
l1 0.252606	f1 -0.691022	l2 0.408664	f2 -0.507859 3
l1 0.156157	f1 -0.859079	l2 0.252606	f2 -0.691022 3
l1 0.0965488	f1 -0.985418	l2 0.156157	f2 -0.859079 3
l1 0.0597086	f1 -1.12698	l2 0.0965488	f2 -0.985418 3
l1 0.0369402	f1 -1.54741	l2 0.0597086	f2 -1.12698 3
l1 0.0228685	f1 -2.64088	l2 0.0369402	f2 -1.54741 3
l1 0.0141717	f1 -4.2849	l2 0.0228685	f2 -2.64088 3
l1 0.00879678	f1 -6.90302	l2 0.0141717	f2 -4.2849 3
l1 0.00547491	f1 -11.0914	l2 0.00879678	f2 -6.90302 3
l1 0.00342188	f1 -17.7459	l2 0.00547491	f2 -11.0914 3
l1 0.00215303	f1 -28.2041	l2 0.00342188	f2 -17.7459 3
l1 0.00136884	f1 -44.3618	l2 0.00215303	f2 -28.2041 3
l1 0.000884189	f1 -68.6781	l2 0.00136884	f2 -44.3618 3
l1 0.000584655	f1 -103.864	l2 0.000884189	f2 -68.6781 3
0.148095
0.205651
0.111255
0.000734422
STOP 10323	3.40282e+38	10323	3.40282e+38
10323	10323	10308.1	14.8975
10323	10308.1	10302.9	5.19531
Dist arr size: 4950
D 4.79773
Sigma_d: 1.33118
l1 3819.66	f1 -0.000132857	l2 6180.34	f2 -8.211e-05 0
l1 2360.68	f1 -0.000214967	l2 3819.66	f2 -0.000132857 0
l1 1458.98	f1 -0.000347823	l2 2360.68	f2 -0.000214967 0
l1 901.7	f1 -0.00056279	l2 1458.98	f2 -0.000347823 0
l1 557.281	f1 -0.000910613	l2 901.7	f2 -0.00056279 0
l1 344.419	f1 -0.0014734	l2 557.281	f2 -0.000910613 0
l1 212.862	f1 -0.00238402	l2 344.419	f2 -0.0014734 0
l1 131.556	f1 -0.00385268	l2 212.863	f2 -0.00238402 0
l1 81.3063	f1 -0.00621678	l2 131.556	f2 -0.00385268 0
l1 50.2501	f1 -0.0100459	l2 81.3063	f2 -0.00621678 0
l1 31.0563	f1 -0.0162338	l2 50.2501	f2 -0.0100459 0
l1 19.1939	f1 -0.02622	l2 31.0563	f2 -0.0162338 0
l1 11.8625	f1 -0.0423081	l2 19.1939	f2 -0.02622 0
l1 7.33148	f1 -0.0673237	l2 11.8625	f2 -0.0423081 0
l1 4.53114	f1 -0.101842	l2 7.33148	f2 -0.0673237 0
l1 2.80044	f1 -0.142588	l2 4.53114	f2 -0.101842 0
l1 1.7308	f1 -0.174502	l2 2.80044	f2 -0.142588 0
l1 1.06973	f1 -0.201401	l2 1.7308	f2 -0.174502 0
l1 0.66117	f1 -0.243325	l2 1.06973	f2 -0.201401 0
l1 0.408664	f1 -0.278122	l2 0.66117	f2 -0.243325 0
l1 0.252606	f1 -0.294904	l2 0.408664	f2 -0.278122 0
l1 0.156157	f1 -0.301022	l2 0.252606	f2 -0.294904 0
l1 0.0965488	f1 -0.302597	l2 0.156157	f2 -0.301022 0
l1 0.0597086	f1 -0.302554	l2 0.0965488	f2 -0.302597 0
l1 0.0965488	f1 -0.302597	l2 0.119317	f2 -0.302222 0
l1 0.0824771	f1 -0.302682	l2 0.0965488	f2 -0.302597 0
l1 0.0737803	f1 -0.302666	l2 0.0824771	f2 -0.302682 0
l1 0.0824771	f1 -0.302682	l2 0.087852	f2 -0.302672 0
l1 0.0791552	f1 -0.302684	l2 0.0824771	f2 -0.302682 0
