4.5554113	0.55739576	3.0018442	9.650229	nothing
5.6206236	-3.8989809	9.21457	5.2907443	nothing
-3.4303715	-3.1599247	-2.1398013	-0.3522104	nothing
8.89316	-1.5827941	1.8038986	-5.2634954	nothing
-4.4109063	-0.3839287	6.9726667	6.5798707	nothing
-3.000976	4.4734793	-6.679632	8.382534	nothing
2.147113	9.828508	8.862393	9.857737	nothing
-3.3349059	-7.3645816	7.422877	4.6988955	nothing
4.8350296	-2.671427	0.4926042	-6.6819854	nothing
7.9151587	-9.54001	1.2013689	-0.3540599	nothing
-8.394455	-2.5609517	-1.5262575	5.6128726	nothing
-8.172835	-6.9541063	-8.320416	-1.63463	nothing
5.0209284	5.645673	-2.4865406	5.5494056	nothing
-3.8716607	-8.202287	-9.0519085	9.887275	nothing
-2.7076898	-1.4221267	-4.810728	-8.185477	nothing
3.282394	7.8893056	4.158761	-4.93626	nothing
4.111271	5.767132	2.3709855	5.145346	nothing
1.4255326	-8.763165	-2.1219177	-0.87989014	nothing
7.5429554	6.986133	-7.270985	-2.2434154	nothing
8.233299	7.81572	-0.08701389	7.958817	nothing
-3.654145	-2.2097363	4.273696	-0.60380924	nothing
-1.2653856	-1.5568196	-5.810133	0.54555184	nothing
-8.499373	1.9226631	-0.20292167	-2.8349788	nothing
4.903239	7.5243034	-5.1405835	-1.0835013	nothing
4.361744	-3.7986407	9.656408	-5.489925	nothing
-4.7329807	4.947939	5.984839	2.7122276	nothing
2.3350494	2.175699	-4.369137	6.241496	nothing
0.7245369	-1.8101872	-4.822474	2.5059254	nothing
-4.4952703	8.091978	-5.89828	1.5319631	nothing
-5.3607426	-9.58947	-5.233845	-4.073045	nothing
5.40399	-2.3807304	8.656856	-2.3177402	nothing
-6.510217	-5.861098	1.8345298	5.85553	nothing
7.4978228	6.2891903	-3.1776567	2.459184	nothing
3.9188845	6.46267	-0.47114265	-4.8882113	nothing
-6.206684	-6.3559213	-6.3695393	8.527581	nothing
-9.19593	-8.2873745	-9.308424	2.3680582	nothing
-3.2270033	-9.1864	-9.476224	-3.9268541	nothing
-6.403458	-3.9623876	-5.758502	-9.278848	nothing
-0.62760586	-7.5095305	0.9372405	-5.6769342	nothing
-9.115119	-0.6042724	9.68936	9.482841	nothing
4.7312517	0.13146836	6.557685	3.7765055	nothing
6.3653765	-9.382874	4.186893	8.473167	nothing
-3.8407009	2.4079149	-9.460151	7.570122	nothing
-7.877363	-5.124214	-7.299758	-0.61660624	nothing
-5.4083633	-1.6936642	0.7559447	4.175454	nothing
-4.8380737	9.1410885	-6.4173827	-6.0349703	nothing
6.9179635	5.1535535	3.9361937	9.132986	nothing
9.240982	0.71617305	2.047713	2.9826233	nothing
9.987273	5.456639	5.463478	-3.1964152	nothing
-7.4705873	4.8326745	-5.6772532	9.063695	nothing
-8.961987	-8.739099	-6.124177	-0.9700009	nothing
-9.42804	-1.8754752	1.568414	-1.8584367	nothing
6.9136295	3.805108	8.406032	-4.3673906	nothing
-1.6639031	-1.1609083	-8.1696415	-3.0081232	nothing
-3.6795774	-0.92657506	0.020373948	3.1017396	nothing
4.4018035	-0.61924005	-6.271728	-2.2049565	nothing
5.6612334	7.6939063	9.349391	-7.5901113	nothing
4.2701564	-8.741886	9.493728	1.2248627	nothing
6.349715	7.580142	0.56552386	5.9480815	nothing
-5.3425646	-3.1082008	-9.079978	-6.8115277	nothing
-6.3420043	7.949806	-5.54121	-9.961223	nothing
1.9072207	-9.110095	6.9932194	-5.4987073	nothing
3.9554198	-3.2672558	4.057199	9.478493	nothing
6.3016667	-4.5077267	-5.90838	-6.8762503	nothing
5.93959	-7.7336154	-0.81302875	-8.265481	nothing
7.3786025	5.2801237	-6.242595	3.5583494	nothing
7.357457	-5.148701	-3.6915	-4.1681786	nothing
-4.03498	-1.8347914	0.008878146	-0.5275348	nothing
-6.469693	-9.594759	1.6924644	9.499322	nothing
-7.736401	-0.8675126	8.388072	-1.8300893	nothing
-6.1414366	-4.3099546	-5.6476474	4.2449	nothing
9.066221	9.7046175	7.88661	-5.0775805	nothing
-9.492565	-9.682638	-5.2899046	3.7274034	nothing
5.7899833	0.50916654	-1.6026162	7.230578	nothing
7.3974533	-4.6516423	6.766708	2.346233	nothing
7.6962967	-9.88605	-8.843339	8.810022	nothing
